"","code","name","theme","source","freq","lastupdate","status"
"184","BM12_NFSPJNYS12","NFSP - setor público - juros nominais - sem desvalorização cambial - fluxo acumulado em 12meses","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Monthly",2025-07-11,"Active"
"185","BM12_NFSPNNAS12","NFSP - setor público - resultado nominal - sem desvalorização cambial - fluxo acumulado em 12meses","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Monthly",2025-06-30,"Active"
"186","BM12_NFSPNYS12","NFSP - setor público - resultado nominal - sem desvalorização cambial - fluxo acumulado em 12 meses","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Monthly",2025-06-30,"Active"
"187","BM12_NFSPPNAS12","NFSP - setor público - resultado primário - sem desvalorização cambial - fluxo acumulado em 12 meses","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Monthly",2025-06-30,"Active"
"188","BM12_NFSPPNS12","NFSP - setor público -resultado primário - sem desvalorização cambial - fluxo mensal corrente","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Monthly",2025-06-30,"Active"
"189","BM12_NFSPPYS12","NFSP - setor público - resultado primário - sem desvalorização cambial - fluxo acumulado em 12 meses","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Monthly",2025-06-30,"Active"
"190","BM12_NTNFBC12","Dívida mobiliária (Saldos) - títulos do Tesouro Nacional - posição em carteira - NTN","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Monthly",2025-06-30,"Active"
"191","BM12_TPFIPMA12","Dívida mobiliária federal - participação indexador - posição custódia explicitando operações de  mercado aberto - índices de preço","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Monthly",2025-05-28,"Inactive"
"192","BM12_TPFOVERMA12","Dívida mobiliária federal - participação indexador - posição custódia explicitando operações de  mercado aberto - taxa Selic","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Monthly",2025-06-30,"Active"
"193","PAN12_DTSPY12","Dívida pública total","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Monthly",2025-07-11,"Active"
"194","PAN12_NFSPNYS12","Necessidades de financiamento - conceito nominal","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Monthly",2025-06-30,"Active"
"195","PAN12_NFSPPYS12","Necessidades de financiamento - conceito primário","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Monthly",2025-06-30,"Active"
"196","PAN4_DTSPY4","Dívida pública total","Macroeconomic","Bacen/Notas Imprensa/F. Púb.","Quarterly",2025-06-11,"Inactive"
"197","BM_M0FN","Base monetária restrita -M0 - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Yearly",2025-01-28,"Active"
"198","BM_M1FN","Meio de pagamento restrito -M1 - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Yearly",2025-06-02,"Active"
"199","BM12_CCA12","Operações de crédito - concessões - total","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"200","BM12_CCAPF12","Operações de crédito - concessões - pessoa física","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"201","BM12_CCAPJ12","Operações de crédito - concessões - pessoa jurídica","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"202","BM12_CIN12","Operações de crédito - inadimplência da carteira de crédito  - total","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"203","BM12_CINPF12","Operações de crédito - inadimplência da carteira de crédito - pessoa física","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"204","BM12_CINPJ12","Operações de crédito - inadimplência da carteira de crédito - pessoa Jurídica","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"205","BM12_CRDCAPF12","Operações de crédito - concessões - recursos direcionados - pessoa física","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"206","BM12_CRDCAPJ12","Operações de crédito - concessões - recursos direcionados - pessoa jurídica","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"207","BM12_CRDINPF12","Operações de crédito - inadimplência da carteira de crédito - recursos direcionados - pessoa física","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"208","BM12_CRDINPJ12","Operações de crédito - inadimplência da carteira de crédito - recursos direcionados - pessoa jurídica","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"209","BM12_CRDSPF12","Operações de crédito - saldo da carteira de crédito - recursos direcionados - pessoa física","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"210","BM12_CRDSPJ12","Operações de crédito - saldo da carteira de crédito - recursos direcionados - pessoa jurídica","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"211","BM12_CRDTJPF12","Operações de crédito - taxa média de juros  - recursos direcionados - pessoa física","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"212","BM12_CRDTJPJ12","Operações de crédito - taxa média de juros  - recursos direcionados - pessoa jurídica","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"213","BM12_CRLCAPF12","Operações de crédito - concessões de crédito - recursos livres - pessoa física","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"214","BM12_CRLCAPJ12","Operações de crédito - concessões de crédito - recursos livres - pessoa jurídica","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"215","BM12_CRLINPF12","Operações de crédito - inadimplência da carteira de crédito - recursos livres - pessoa física","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"216","BM12_CRLINPJ12","Operações de crédito - inadimplência da carteira de crédito - recursos livres - pessoa jurídica","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"217","BM12_CRLSPF12","Operações de crédito - saldo da carteira de crédito - recursos livres - pessoa física","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"218","BM12_CRLSPJ12","Operações de crédito - saldo da carteira de crédito - recursos livres - pessoa jurídica","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"219","BM12_CRLTJPF12","Operações de crédito - taxa média de juros  - recursos livres - pessoa física","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"220","BM12_CRLTJPJ12","Operações de crédito - taxa média de juros  - recursos livres - pessoa jurídica","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"221","BM12_CS12","Operações de crédito - saldo da carteira de crédito - total","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"222","BM12_CTJ12","Operações de crédito - taxa média de juros - total","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"223","BM12_CTJPF12","Operações de crédito - taxa média de juros - pessoa física","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Active"
"224","BM12_CTJPJ12","Operações de crédito - taxa média de juros - pessoa jurídica","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-06-27,"Inactive"
"225","BM12_DEPOUCN12","Meio de pagamento ampliado - M2 - depósitos em poupança - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"226","BM12_DEPOUCNY12","Meio de pagamento ampliado - M2 - depósitos em poupança - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"227","BM12_DEV12","Meio de pagamento Restrito - M1 - depósitos à vista - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"228","BM12_DEVM12","Meio de pagamento Restrito - M1 - depósitos à vista - média","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"229","BM12_M0MN12","Base monetária restrita - M0 - média","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"230","BM12_M0N12","Base monetária restrita - M0 - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"231","BM12_M0NY12","Base monetária restrita - M0 - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"232","BM12_M1MN12","Meio de pagamento restrito - M1 - média","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"233","BM12_M1N12","Meio de pagamento restrito - M1 - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"234","BM12_M1NY12","Meio de pagamento restrito - M1 - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"235","BM12_M2NCN12","Meio de pagamento ampliado - M2 - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"236","BM12_M2NCNY12","Meio de pagamento ampliado - M2 - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"237","BM12_M3NCN12","Meio de pagamento ampliado - M3 - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"238","BM12_M4NCN12","Meio de pagamento ampliado -  M4  -  fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"239","BM12_M4NCNY12","Meio de pagamento ampliado - M4 - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"240","BM12_PME12","Base Monetária restrita - M0 - papel-moeda emitido - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"241","BM12_PMEM12","Base Monetária restrita - M0 - papel-moeda emitido - média","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"242","BM12_PMPP12","Meio de pagamento Restrito - M1 - papel-moeda em poder do público - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"243","BM12_PMPPM12","Meio de pagamento Restrito - M1 - papel-moeda em poder do público - média","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"244","BM12_RBM12","Base Monetária restrita - M0 - reservas bancárias - média","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"245","BM12_REB12","Base Monetária restrita - M0 - reservas bancárias - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"246","BM12_TFPPNCN12","Meio de pagamento ampliado -  M4 - títulos federais (Selic) - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"247","BM12_TFPPNCNY12","Meio de pagamento ampliado - M4 - títulos federais (Selic) - fim de período","Macroeconomic","Bacen/Notas Imprensa/Moeda","Monthly",2025-07-03,"Active"
"248","BM_RES","Reservas internacionais - estoque","Macroeconomic","Bacen/Notas Imprensa/Set. Ext.","Yearly",2025-05-06,"Active"
"249","BPAG_TCPIB","Balanço de pagamentos - transações correntes","Macroeconomic","Bacen/Notas Imprensa/Set. Ext.","Yearly",2025-04-29,"Active"
"250","PAN_MTV","Balança comercial - importações (BPM6)","Macroeconomic","Bacen/Notas Imprensa/Set. Ext.","Yearly",2025-07-25,"Inactive"
"251","BM12_RES12","Reservas internacionais","Macroeconomic","Bacen/Notas Imprensa/Set. Ext.","Monthly",2025-06-25,"Active"
"252","PAN12_MTV12","Balança comercial - importações (BPM6)","Macroeconomic","Bacen/Notas Imprensa/Set. Ext.","Monthly",2025-07-25,"Active"
"253","PAN12_SBC12","Balança comercial - saldo (BPM6)","Macroeconomic","Bacen/Notas Imprensa/Set. Ext.","Monthly",2025-07-25,"Active"
"254","PAN12_STC12","Transações correntes - saldo (BPM6)","Macroeconomic","Bacen/Notas Imprensa/Set. Ext.","Monthly",2025-07-25,"Active"
"255","PAN12_XTV12","Balança comercial - exportações (BPM6)","Macroeconomic","Bacen/Notas Imprensa/Set. Ext.","Monthly",2025-07-25,"Active"
"256","BPAG4_AEDER4","Ativo exterior - derivativos financeiros (exceto reservas)","Macroeconomic","Bacen/PII","Quarterly",2025-04-01,"Active"
"257","BPAG4_AEIDE4","Ativo exterior - investimento direto no exterior","Macroeconomic","Bacen/PII","Quarterly",2025-04-01,"Active"
"258","WDI_PIBPPCBRA","Brasil - PIB - paridade do poder de compra (PPC)","Macroeconomic","Banco Mundial/WDI","Yearly",2024-11-27,"Active"
"259","WDI_PIBPPCCAPBRA","Brasil - PIB - paridade do poder de compra (PPC) - per capita","Macroeconomic","Banco Mundial/WDI","Yearly",2024-11-27,"Active"
"260","WDI_PIBPPCCAPRBRA","Brasil - PIB - paridade do poder de compra (PPC) - per capita","Macroeconomic","Banco Mundial/WDI","Yearly",2024-11-27,"Active"
"261","WDI_PIBPPCRBRA","Brasil - PIB - paridade do poder de compra (PPC)","Macroeconomic","Banco Mundial/WDI","Yearly",2024-11-27,"Active"
"262","WDI_PPCTAXAC2021","Taxa de paridade do poder de compra (PPC) - consumo das familias - referência 2021 (Banco Mundial)","Macroeconomic","Banco Mundial/WDI","Yearly",2025-05-28,"Active"
"263","CNC12_ICAEC12","Condições atuais do empresário do comércio","Macroeconomic","CNC","Monthly",2025-07-11,"Inactive"
"264","CNC12_ICEC12","Índice de confiança do empresário do comércio","Macroeconomic","CNC","Monthly",2025-07-11,"Active"
"265","CNC12_ICF12","Intenção de consumo das famílias - total","Macroeconomic","CNC","Monthly",2025-07-11,"Active"
"266","CNC12_ICFAB12","Intenção de consumo das famílias - Abaixo de 10 salários mínimos","Macroeconomic","CNC","Monthly",2025-07-11,"Active"
"267","CNC12_ICFAC12","Intenção de consumo das famílias - Acima de 10 salários mínimos","Macroeconomic","CNC","Monthly",2025-07-11,"Active"
"268","CNC12_IEEC12","Expectativas do empresário do comércio","Macroeconomic","CNC","Monthly",2025-07-11,"Active"
"269","CNC12_IIEC12","Intenções de investimento do empresário do comércio","Macroeconomic","CNC","Monthly",2025-07-11,"Inactive"
"270","CNC12_PEICA12","Pesquisa nacional de endividamento e inadimplência do consumidor - famílias com dívidas em atraso","Macroeconomic","CNC","Monthly",2025-07-11,"Active"
"271","CNC12_PEICRC12","Pesquisa nacional de endividamento e inadimplência do consumidor - renda comprometida com dívida","Macroeconomic","CNC","Monthly",2025-07-11,"Active"
"272","CNC12_PEICSC12","Pesquisa nacional de endividamento e inadimplência do consumidor - famílias sem condição de pagar dívidas em atraso","Macroeconomic","CNC","Monthly",2025-07-11,"Active"
"273","CNC12_PEICT12","Pesquisa nacional de endividamento e inadimplência do consumidor - total","Macroeconomic","CNC","Monthly",2025-07-11,"Active"
"274","CNI12_HTRAB12","Indicadores Industriais - horas trabalhadas - indústria - índice (média 2006 = 100)","Macroeconomic","CNI","Monthly",2025-07-08,"Active"
"275","CNI12_HTRABD12","Indicadores Industriais - horas trabalhadas - indústria - índice dessazonalizado (média 2006 = 100)","Macroeconomic","CNI","Monthly",2025-07-08,"Active"
"276","CNI12_ICEICA12","Índice de Confiança do Empresário Industrial (ICEI) - condições atuais","Macroeconomic","CNI","Monthly",2025-07-11,"Active"
"277","CNI12_ICEIEXP12","Índice de Confiança do Empresário Industrial (ICEI) - expectativas","Macroeconomic","CNI","Monthly",2025-07-11,"Active"
"278","CNI12_ICEIGER12","Índice de Confiança do Empresário Industrial (ICEI) - geral","Macroeconomic","CNI","Monthly",2025-07-11,"Active"
"279","CNI12_INDE12","Sondagem Industrial - produção indústria geral -  estoques  - evolução - índice","Macroeconomic","CNI","Monthly",2025-07-18,"Active"
"280","CNI12_INDEE12","Sondagem Industrial - produção industrial - indústria extrativa -  estoques  - evolução - índice","Macroeconomic","CNI","Monthly",2025-07-18,"Inactive"
"281","CNI12_INDTE12","Sondagem Industrial - produção industrial - indústria de transformação -  estoques  - evolução - índice","Macroeconomic","CNI","Monthly",2025-07-18,"Inactive"
"282","CNI12_NUCAP12","Indicadores Industriais - utilização da capacidade instalada - indústria - índice (média 2006 = 100)","Macroeconomic","CNI","Monthly",2025-07-08,"Active"
"283","CNI12_NUCAPD12","Indicadores Industriais - utilização da capacidade instalada - indústria - índice dessazonalizado (média 2006 = 100)","Macroeconomic","CNI","Monthly",2025-07-08,"Active"
"284","CNI12_PEEMP12","Indicadores Industriais - pessoal empregado - indústria - índice (média 2006 = 100)","Macroeconomic","CNI","Monthly",2025-07-08,"Active"
"285","CNI12_PEEMPD12","Indicadores Industriais - pessoal empregado - indústria - índice dessazonalizado (média 2006 = 100)","Macroeconomic","CNI","Monthly",2025-07-08,"Active"
"286","CNI12_REMN12","Indicadores Industriais - massa salarial - indústria - índice real (média 2006 = 100)","Macroeconomic","CNI","Monthly",2025-07-08,"Active"
"287","CNI12_REMR12","Indicadores Industriais - massa salarial - real - indústria - índice (média 2006 = 100)","Macroeconomic","CNI","Monthly",2025-07-08,"Active"
"288","CNI12_RENDR12","Indicadores Industriais - rendimento médio real - indústria - índice (média 2006 = 100)","Macroeconomic","CNI","Monthly",2025-07-08,"Active"
"289","CNI12_VENREA12","Indicadores Industriais - faturamento real - indústria - índice (média 2006 = 100)","Macroeconomic","CNI","Monthly",2025-07-08,"Active"
"290","CNI12_VENRED12","Indicadores Industriais - faturamento real - indústria - índice dessazonalizado (média 2006 = 100)","Macroeconomic","CNI","Monthly",2025-07-08,"Active"
"291","DEPAE_SAFRA","Produção - agricultura - grãos","Macroeconomic","Conab/IE","Yearly",2025-01-28,"Active"
"292","DEPAE_SAFRAAREA","Área plantada - grãos","Macroeconomic","Conab/IE","Yearly",2025-01-28,"Active"
"293","DEPAE12_ATMI12","Preço médio - atacado - milho (em grão) - 60 kg - SP","Macroeconomic","Conab/IE","Monthly",2025-07-21,"Active"
"294","DIEESE12_CBSP12","Cesta básica - município de São Paulo","Macroeconomic","Dieese","Monthly",2025-07-15,"Active"
"295","EIA366_PBRENT366","Preço - petróleo bruto - Brent (FOB)","Macroeconomic","EIA","Daily",2025-07-27,"Active"
"296","EIA366_PWTI366","Preço - petróleo bruto - WTI (FOB)","Macroeconomic","EIA","Daily",2025-07-27,"Active"
"297","ECONMI12_USPCG12","índice de preços ao consumidor - variação em 12 meses","Macroeconomic","Economist","Monthly",2025-06-10,"Active"
"298","ECONMI4_USPIBG34","PIB - variação real trimestral  anualizada","Macroeconomic","Economist","Quarterly",2025-04-16,"Active"
"299","ECONMI4_USPIBG4","PIB - variação real contra igual trimestre do ano anterior","Macroeconomic","Economist","Quarterly",2025-04-16,"Active"
